Sun Yellow 	160° 	80% 	15% 		171 	206 	186 	H160L80C15
Feather Green 	160° 	80% 	20% 		163 	208 	182 	H160L80C20
Menthol Green 	160° 	80% 	25% 		156 	210 	180 	H160L80C25
Silk Green 	160° 	80% 	30% 		148 	214 	178 	H160L80C30
Light Green 	160° 	85% 	5% 		204 	216 	208 	H160L85C05
Micaceous Green 	160° 	85% 	10% 		197 	218 	204 	H160L85C10
Moonstone Green 	160° 	85% 	15% 		189 	221 	200 	H160L85C15
Watercolour White 	160° 	90% 	5% 		219 	229 	219 	H160L90C05
Moonlight Green 	160° 	90% 	10% 		210 	232 	216 	H160L90C10
Glacial Water Green 	160° 	90% 	15% 		201 	234 	212 	H160L90C15
Mountain Crystal Silver 	160° 	93% 	5% 		226 	239 	232 	H160L93C05
Deep Green 	170° 	20% 	10% 		28 	49 	41 	H170L20C10
Intense Green 	170° 	20% 	15% 		18 	51 	40 	H170L20C15
Coach Green 	170° 	20% 	20% 		0 	53 	39 	H170L20C20
Off-Road Green 	170° 	20% 	25% 		0 	55 	35 	H170L20C25
Garnet Black Green 	170° 	30% 	10% 		53 	74 	65 	H170L30C10
Dark Green 	170° 	30% 	15% 		40 	75 	62 	H170L30C15
Thistle Green 	170° 	30% 	20% 		30 	75 	59 	H170L30C20
Raspberry Leaf Green 	170° 	30% 	25% 		4 	79 	59 	H170L30C25
Chrysocolla Dark Green 	170° 	30% 	30% 		0 	79 	57 	H170L30C30
Trapper Green 	170° 	30% 	35% 		0 	82 	57 	H170L30C35
Permanent Green 	170° 	30% 	40% 		0 	84 	55 	H170L30C40
Chalcedony Green 	170° 	40% 	10% 		75 	96 	87 	H170L40C10
Palace Green 	170° 	40% 	15% 		66 	98 	85 	H170L40C15
Plantain Green 	170° 	40% 	20% 		53 	101 	84 	H170L40C20
Ore Mountains Green 	170° 	40% 	25% 		43 	101 	81 	H170L40C25
Tractor Green 	170° 	40% 	30% 		28 	106 	81 	H170L40C30
Victoria Green 	170° 	40% 	35% 		0 	106 	77 	H170L40C35
Device Green 	170° 	40% 	40% 		0 	107 	77 	H170L40C40
Environmental Green 	170° 	40% 	45% 		0 	108 	75 	H170L40C45
Vegan Green 	170° 	40% 	50% 		0 	108 	71 	H170L40C50
Bournonite Green 	170° 	50% 	10% 		99 	122 	114 	H170L50C10
Fuchsite Green 	170° 	50% 	15% 		91 	126 	112 	H170L50C15
Blackberry Leaf Green 	170° 	50% 	20% 		80 	127 	109 	H170L50C20
Tourmaline Blue 	170° 	50% 	25% 		70 	129 	108 	H170L50C25
Dream Green 	170° 	50% 	30% 		53 	131 	106 	H170L50C30
Accent Green Blue 	170° 	50% 	35% 		32 	132 	104 	H170L50C35
Spectral Green 	170° 	50% 	40% 		0 	134 	100 	H170L50C40
Mallard Green 	170° 	50% 	45% 		0 	135 	100 	H170L50C45
Chagall Green 	170° 	50% 	50% 		0 	139 	98 	H170L50C50
Absinthe Turquoise 	170° 	50% 	55% 		0 	138 	96 	H170L50C55
Quantum Green 	170° 	60% 	10% 		124 	148 	139 	H170L60C10
Bitter Clover Green 	170° 	60% 	15% 		118 	151 	137 	H170L60C15
Cyprus Green 	170° 	60% 	20% 		105 	154 	136 	H170L60C20
Succulent Green 	170° 	60% 	25% 		94 	155 	134 	H170L60C25
Vibrant Green 	170° 	60% 	30% 		80 	157 	131 	H170L60C30
Klimt Green 	170° 	60% 	35% 		63 	162 	130 	H170L60C35
Persian Green 	170° 	60% 	40% 		44 	161 	128 	H170L60C40
Sport Green 	170° 	60% 	45% 		0 	162 	125 	H170L60C45
Active Green 	170° 	60% 	50% 		0 	166 	126 	H170L60C50
Lovage Green 	170° 	70% 	10% 		152 	177 	166 	H170L70C10
Chrysopal Light Green 	170° 	70% 	15% 		143 	178 	163 	H170L70C15
Source Green 	170° 	70% 	20% 		132 	182 	162 	H170L70C20
Orient Mosaic Green 	170° 	70% 	25% 		124 	184 	161 	H170L70C25
Mint Cold Green 	170° 	70% 	30% 		108 	187 	160 	H170L70C30
Emerald Green 	170° 	70% 	35% 		95 	187 	156 	H170L70C35
Expressionism Green 	170° 	70% 	40% 		82 	188 	154 	H170L70C40
Fluorite Blue 	170° 	80% 	10% 		180 	204 	194 	H170L80C10
Swimming Pool Green 	170° 	80% 	15% 		168 	207 	192 	H170L80C15
Sky Green 	170° 	80% 	20% 		159 	211 	191 	H170L80C20
Larimar Green 	170° 	80% 	25% 		147 	211 	188 	H170L80C25
Silicate Light Turquoise 	170° 	85% 	5% 		205 	218 	211 	H170L85C05
Topaz Green 	170° 	85% 	10% 		197 	221 	208 	H170L85C10
Refrigerator Green 	170° 	85% 	15% 		186 	223 	205 	H170L85C15
Crystal Glass Green 	170° 	85% 	20% 		177 	226 	203 	H170L85C20
Crystal Salt White 	170° 	90% 	5% 		217 	229 	221 	H170L90C05
Turquoise White 	170° 	90% 	10% 		207 	233 	220 	H170L90C10
Snow Crystal Green 	170° 	93% 	5% 		228 	240 	232 	H170L93C05
Pitch Green 	180° 	20% 	5% 		40 	51 	48 	H180L20C05
Lacquer Green 	180° 	20% 	10% 		27 	50 	44 	H180L20C10
Fence Green 	180° 	20% 	15% 		9 	51 	44 	H180L20C15
Myrtle Green 	180° 	20% 	20% 		0 	53 	44 	H180L20C20
Amazon Green 	180° 	30% 	5% 		63 	74 	71 	H180L30C05
Rich Grey Turquoise 	180° 	30% 	10% 		50 	73 	67 	H180L30C10
Blackboard Green 	180° 	30% 	15% 		39 	76 	67 	H180L30C15
Swedish Green 	180° 	30% 	20% 		24 	77 	67 	H180L30C20
Fjord Green 	180° 	30% 	25% 		0 	80 	67 	H180L30C25
Urban Green 	180° 	30% 	30% 		0 	80 	66 	H180L30C30
Jungle Green 	180° 	30% 	35% 		0 	83 	65 	H180L30C35
Earth Green 	180° 	40% 	5% 		84 	95 	91 	H180L40C05
Pine Green 	180° 	40% 	10% 		74 	99 	92 	H180L40C10
Forest Greenery 	180° 	40% 	15% 		62 	100 	91 	H180L40C15
Sea Green 	180° 	40% 	20% 		48 	103 	92 	H180L40C20
Eucalyptus Green 	180° 	40% 	25% 		30 	103 	90 	H180L40C25
Fresh Ivy Green 	180° 	40% 	30% 		0 	106 	91 	H180L40C30
Chrysocolla Medium Green 	180° 	40% 	35% 		0 	107 	87 	H180L40C35
Poster Green 	180° 	40% 	40% 		0 	107 	86 	H180L40C40
Teal Dark Green 	180° 	40% 	45% 		0 	109 	87 	H180L40C45
Dusk Green 	180° 	50% 	5% 		110 	122 	119 	H180L50C05
Refreshing Green 	180° 	50% 	10% 		97 	122 	116 	H180L50C10
Dull Turquoise 	180° 	50% 	15% 		85 	125 	115 	H180L50C15
Azurite Water Green 	180° 	50% 	20% 		73 	127 	115 	H180L50C20
Copper Mineral Green 	180° 	50% 	25% 		57 	129 	116 	H180L50C25
Glass Green 	180° 	50% 	30% 		35 	132 	114 	H180L50C30
Summer Turquoise 	180° 	50% 	35% 		0 	133 	114 	H180L50C35
Christmas Green 	180° 	50% 	40% 		0 	133 	113 	H180L50C40
Industrial Turquoise 	180° 	50% 	45% 		0 	138 	112 	H180L50C45
Ocean Green 	180° 	50% 	50% 		0 	138 	111 	H180L50C50
Marble Green-Grey 	180° 	60% 	5% 		133 	146 	143 	H180L60C05
Tile Green 	180° 	60% 	10% 		122 	149 	142 	H180L60C10
Copper Roof Green 	180° 	60% 	15% 		111 	151 	142 	H180L60C15
Sage Green 	180° 	60% 	20% 		99 	154 	142 	H180L60C20
Petrol Green 	180° 	60% 	25% 		84 	155 	140 	H180L60C25
Dioptase Green 	180° 	60% 	30% 		67 	158 	141 	H180L60C30
Stamp Pad Green 	180° 	60% 	35% 		46 	161 	140 	H180L60C35
Light Turquoise 	180° 	60% 	40% 		0 	163 	140 	H180L60C40
Caribbean Green 	180° 	60% 	45% 		0 	165 	140 	H180L60C45
Brilliant Turquoise 	180° 	60% 	50% 		0 	166 	139 	H180L60C50
Feldspar Silver 	180° 	70% 	5% 		160 	173 	169 	H180L70C05
Delicate Green 	180° 	70% 	10% 		147 	176 	169 	H180L70C10
Silicate Green 	180° 	70% 	15% 		136 	178 	169 	H180L70C15
Mint Bonbon Green 	180° 	70% 	20% 		125 	182 	168 	H180L70C20
Glacial Green 	180° 	70% 	25% 		111 	183 	168 	H180L70C25
Bath Turquoise 	180° 	70% 	30% 		98 	186 	168 	H180L70C30
Mountain Lake Azure 	180° 	70% 	35% 		76 	188 	167 	H180L70C35
Pure Cyan 	180° 	70% 	40% 		54 	191 	168 	H180L70C40
Aragonite White 	180° 	80% 	5% 		188 	201 	195 	H180L80C05
Light Teal 	180° 	80% 	10% 		177 	204 	197 	H180L80C10
Whirlpool Green 	180° 	80% 	15% 		167 	208 	197 	H180L80C15
Opal Turquoise 	180° 	80% 	20% 		150 	209 	195 	H180L80C20
Light Capri Green 	180° 	80% 	25% 		139 	212 	195 	H180L80C25
Tender Turquoise 	180° 	80% 	30% 		130 	217 	197 	H180L80C30
Sea Haze Grey 	180° 	85% 	5% 		203 	217 	212 	H180L85C05
Tierra Del Fuego Sea Green 	180° 	85% 	10% 		194 	221 	211 	H180L85C10
Pale Mountain Lake Turquoise 	180° 	85% 	15% 		186 	225 	211 	H180L85C15
Coral Green 	180° 	85% 	20% 		171 	226 	207 	H180L85C20
Transparent Green 	180° 	90% 	5% 		217 	231 	226 	H180L90C05
Ice Water Green 	180° 	90% 	10% 		205 	235 	225 	H180L90C10
Arctic White 	180° 	93% 	5% 		229 	241 	236 	H180L93C05
Night Turquoise 	190° 	20% 	20% 		0 	56 	51 	H190L20C20
Carriage Green 	190° 	30% 	15% 		37 	77 	72 	H190L30C15
Stockade Green 	190° 	30% 	20% 		16 	79 	74 	H190L30C20
Action Green 	190° 	30% 	25% 		0 	80 	75 	H190L30C25
Myrtle Deep Green 	190° 	30% 	30% 		0 	82 	76 	H190L30C30
Plankton Green 	190° 	30% 	35% 		0 	83 	76 	H190L30C35
Mud Green 	190° 	40% 	10% 		73 	98 	94 	H190L40C10
Moor Pond Green 	190° 	40% 	15% 		60 	100 	97 	H190L40C15
Lush Green 	190° 	40% 	20% 		41 	102 	97 	H190L40C20
Butterfly Green 	190° 	40% 	25% 		11 	104 	99 	H190L40C25
Fashion Blue 	190° 	40% 	30% 		0 	107 	100 	H190L40C30
Office Blue Green 	190° 	40% 	35% 		0 	108 	101 	H190L40C35
Iguana Green 	190° 	40% 	40% 		0 	110 	102 	H190L40C40
Dark Teal 	190° 	40% 	45% 		0 	113 	103 	H190L40C45
Storm Green 	190° 	50% 	10% 		97 	124 	120 	H190L50C10
Dark Turquoise 	190° 	50% 	15% 		84 	126 	121 	H190L50C15
Fir Blue 	190° 	50% 	20% 		70 	128 	123 	H190L50C20
Apatite Blue 	190° 	50% 	25% 		49 	130 	123 	H190L50C25
Egyptian Green 	190° 	50% 	30% 		8 	132 	124 	H190L50C30
Ornamental Turquoise 	190° 	50% 	35% 		0 	134 	125 	H190L50C35
Eyeshadow Turquoise 	190° 	50% 	40% 		0 	137 	128 	H190L50C40
Clear Turquoise 	190° 	50% 	45% 		0 	138 	129 	H190L50C45
Subtle Turquoise 	190° 	60% 	10% 		122 	150 	147 	H190L60C10
Pale Verdigris 	190° 	60% 	15% 		111 	152 	146 	H190L60C15
Goose Pond Green 	190° 	60% 	20% 		99 	155 	149 	H190L60C20
Tourmaline Turquoise 	190° 	60% 	25% 		79 	158 	150 	H190L60C25
Baltic Green 	190° 	60% 	30% 		58 	160 	152 	H190L60C30
Ceramic Blue Turquoise 	190° 	60% 	35% 		22 	162 	154 	H190L60C35
Baltic Turquoise 	190° 	60% 	40% 		0 	164 	154 	H190L60C40
Tyrolite Blue-Green 	190° 	60% 	45% 		0 	164 	153 	H190L60C45
Marble Green 	190° 	70% 	10% 		149 	176 	173 	H190L70C10
Jade Green 	190° 	70% 	15% 		137 	179 	173 	H190L70C15
Spring Water Turquoise 	190° 	70% 	20% 		122 	181 	174 	H190L70C20
Florida Turquoise 	190° 	70% 	25% 		107 	184 	177 	H190L70C25
Hygiene Green 	190° 	70% 	30% 		93 	188 	180 	H190L70C30
Arctic Green 	190° 	70% 	35% 		69 	188 	179 	H190L70C35
Andean Opal Green 	190° 	80% 	10% 		175 	205 	199 	H190L80C10
Cold Turquoise 	190° 	80% 	15% 		165 	208 	203 	H190L80C15
Teal Blue 	190° 	80% 	20% 		151 	209 	203 	H190L80C20
Pool Green 	190° 	80% 	25% 		136 	212 	204 	H190L80C25
Morning Dew White 	190° 	85% 	5% 		198 	219 	214 	H190L85C05
Bath Salt Green 	190° 	85% 	10% 		187 	222 	215 	H190L85C10
Capri Water Blue 	190° 	85% 	15% 		171 	226 	214 	H190L85C15
Horizon Blue 	190° 	85% 	20% 		157 	229 	216 	H190L85C20
Cool White 	190° 	90% 	5% 		218 	230 	226 	H190L90C05
Source Blue 	190° 	90% 	10% 		205 	234 	229 	H190L90C10
Egyptian White 	190° 	93% 	5% 		229 	241 	236 	H190L93C05
Concealed Green 	200° 	20% 	5% 		38 	49 	48 	H200L20C05
Dark Pine Green 	200° 	20% 	10% 		25 	50 	50 	H200L20C10
Roof Tile Green 	200° 	20% 	15% 		4 	49 	50 	H200L20C15
Shrub Green 	200° 	20% 	20% 		0 	54 	54 	H200L20C20
Customs Green 	200° 	20% 	23% 		0 	56 	57 	H200L20C23
Darkness Green 	200° 	30% 	5% 		58 	70 	69 	H200L30C05
Tree Bark Green 	200° 	30% 	10% 		48 	75 	74 	H200L30C10
Hornblende Green 	200° 	30% 	15% 		35 	78 	77 	H200L30C15
Malachite Blue Turquoise 	200° 	30% 	20% 		14 	79 	79 	H200L30C20
Antique Turquoise 	200° 	30% 	25% 		0 	78 	78 	H200L30C25
Wool Turquoise 	200° 	30% 	30% 		0 	81 	82 	H200L30C30
Ice Dark Turquoise 	200° 	30% 	33% 		0 	84 	86 	H200L30C33
Calcite Grey Green 	200° 	40% 	5% 		82 	96 	95 	H200L40C05
Brochantite Green 	200° 	40% 	10% 		72 	98 	98 	H200L40C10
Pyrite Green 	200° 	40% 	15% 		58 	99 	100 	H200L40C15
Dusky Alpine Blue 	200° 	40% 	20% 		41 	103 	103 	H200L40C20
Bath Green 	200° 	40% 	25% 		10 	105 	106 	H200L40C25
Mayan Blue 	200° 	40% 	30% 		0 	107 	108 	H200L40C30
Byzantine Blue 	200° 	40% 	35% 		0 	108 	110 	H200L40C35
Active Turquoise 	200° 	40% 	40% 		0 	111 	114 	H200L40C40
North Grey 	200° 	50% 	5% 		106 	119 	119 	H200L50C05
Eye Grey 	200° 	50% 	10% 		96 	123 	123 	H200L50C10
Nickel Ore Green 	200° 	50% 	15% 		83 	126 	126 	H200L50C15
Seafoam Green 	200° 	50% 	20% 		66 	127 	128 	H200L50C20
Kandinsky Turquoise 	200° 	50% 	25% 		45 	130 	132 	H200L50C25
Caribbean Turquoise 	200° 	50% 	30% 		0 	132 	134 	H200L50C30
Well Blue 	200° 	50% 	35% 		0 	136 	139 	H200L50C35
Industrial Blue 	200° 	50% 	40% 		0 	137 	140 	H200L50C40
India Blue 	200° 	50% 	45% 		0 	138 	142 	H200L50C45
Shady Grey 	200° 	60% 	5% 		132 	146 	146 	H200L60C05
North Cape Grey 	200° 	60% 	10% 		122 	149 	149 	H200L60C10
Woad Indigo 	200° 	60% 	15% 		108 	152 	152 	H200L60C15
Jugendstil Turquoise 	200° 	60% 	20% 		95 	155 	156 	H200L60C20
Coolbox Ice Turquoise 	200° 	60% 	25% 		73 	156 	157 	H200L60C25
Aquamarine Blue 	200° 	60% 	30% 		49 	159 	159 	H200L60C30
Arctic Blue 	200° 	60% 	35% 		0 	161 	163 	H200L60C35
Wax Crayon Blue 	200° 	60% 	40% 		0 	164 	166 	H200L60C40
Prince Grey 	200° 	70% 	5% 		160 	173 	172 	H200L70C05
Calcite Blue 	200° 	70% 	10% 		148 	178 	178 	H200L70C10
Cold Front Green 	200° 	70% 	15% 		133 	179 	178 	H200L70C15
Kingfisher Turquoise 	200° 	70% 	20% 		122 	182 	182 	H200L70C20
Fresh Soft Blue 	200° 	70% 	25% 		106 	185 	187 	H200L70C25
China Light Green 	200° 	80% 	5% 		188 	201 	199 	H200L80C05
Baroque Chalk Soft Blue 	200° 	80% 	10% 		174 	204 	203 	H200L80C10
Ice Boutique Turquoise 	200° 	80% 	15% 		162 	205 	203 	H200L80C15
Summer Soft Blue 	200° 	80% 	20% 		148 	211 	209 	H200L80C20
Mountain Lake Blue 	200° 	80% 	25% 		133 	212 	212 	H200L80C25
Raffia Light Grey 	200° 	85% 	5% 		203 	217 	216 	H200L85C05
Cold Air Turquoise 	200° 	85% 	10% 		193 	220 	219 	H200L85C10
Frosty Soft Blue 	200° 	85% 	15% 		180 	224 	222 	H200L85C15
Ice Crystal Blue 	200° 	85% 	20% 		166 	227 	224 	H200L85C20
Frosty Green 	200° 	90% 	5% 		217 	231 	228 	H200L90C05
Frosty White Blue 	200° 	90% 	10% 		204 	233 	228 	H200L90C10
Chilly White 	200° 	93% 	5% 		229 	241 	237 	H200L93C05
Graphite Black Green 	210° 	30% 	10% 		50 	73 	75 	H210L30C10
Mallard Blue 	210° 	30% 	15% 		33 	76 	79 	H210L30C15
Transporter Green 	210° 	30% 	20% 		0 	79 	84 	H210L30C20
Deep Atlantic Blue 	210° 	30% 	25% 		0 	79 	87 	H210L30C25
Kali Blue 	210° 	30% 	30% 		0 	80 	90 	H210L30C30
Linen Grey 	210° 	40% 	10% 		70 	97 	99 	H210L40C10
China Green Blue 	210° 	40% 	15% 		58 	100 	104 	H210L40C15
Dusk Blue 	210° 	40% 	20% 		38 	102 	107 	H210L40C20
Trouser Blue 	210° 	40% 	25% 		0 	102 	109 	H210L40C25
Indigo Blue 	210° 	40% 	30% 		0 	105 	115 	H210L40C30
Cold Blue 	210° 	40% 	35% 		0 	108 	120 	H210L40C35
Mary Blue 	210° 	40% 	38% 		0 	106 	119 	H210L40C38
Uniform Green Grey 	210° 	50% 	10% 		95 	123 	126 	H210L50C10
Labradorite Green 	210° 	50% 	15% 		84 	125 	128 	H210L50C15
Enamel Antique Green 	210° 	50% 	20% 		66 	127 	133 	H210L50C20
Cranach Blue 	210° 	50% 	25% 		43 	130 	136 	H210L50C25
China Blue 	210° 	50% 	30% 		0 	131 	141 	H210L50C30
Glacier Blue 	210° 	50% 	35% 		0 	134 	145 	H210L50C35
Curaçao Blue 	210° 	50% 	40% 		0 	136 	148 	H210L50C40
Atlantic Blue 	210° 	50% 	45% 		0 	137 	151 	H210L50C45
Ash Blue 	210° 	60% 	10% 		122 	149 	152 	H210L60C10
Baltic Blue 	210° 	60% 	15% 		108 	150 	154 	H210L60C15
Beach Blue 	210° 	60% 	20% 		95 	156 	162 	H210L60C20
Basilica Blue 	210° 	60% 	25% 		74 	159 	167 	H210L60C25
Danube Blue 	210° 	60% 	30% 		48 	160 	170 	H210L60C30
Altdorf Sky Blue 	210° 	60% 	35% 		0 	161 	172 	H210L60C35
Garish Blue 	210° 	60% 	40% 		0 	164 	177 	H210L60C40
Storm Grey 	210° 	70% 	10% 		149 	177 	179 	H210L70C10
Persian Blue 	210° 	70% 	15% 		137 	179 	182 	H210L70C15
Aqua Blue 	210° 	70% 	20% 		121 	182 	188 	H210L70C20
Maritime Soft Blue 	210° 	70% 	25% 		105 	184 	192 	H210L70C25
Mountain Blue 	210° 	70% 	30% 		83 	188 	197 	H210L70C30
Panorama Blue 	210° 	70% 	35% 		53 	189 	200 	H210L70C35
Turquoise Grey 	210° 	80% 	10% 		180 	206 	207 	H210L80C10
Dolphin Blue 	210° 	80% 	15% 		165 	209 	211 	H210L80C15
Aroma Blue 	210° 	80% 	20% 		150 	210 	214 	H210L80C20
Vibrant Soft Blue 	210° 	80% 	25% 		136 	214 	220 	H210L80C25
Siesta White 	210° 	85% 	5% 		202 	218 	218 	H210L85C05
Mint Blue 	210° 	85% 	10% 		188 	224 	223 	H210L85C10
Fine Blue 	210° 	85% 	15% 		182 	225 	225 	H210L85C15
Pale Blue 	210° 	85% 	20% 		167 	227 	226 	H210L85C20
Tulle Soft Blue 	210° 	90% 	5% 		217 	231 	229 	H210L90C05
Antarctic Blue 	210° 	90% 	10% 		204 	234 	231 	H210L90C10
Navy Black 	220° 	20% 	5% 		38 	48 	50 	H220L20C05
Indigo Carmine 	220° 	20% 	10% 		26 	51 	56 	H220L20C10
Artist Blue 	220° 	20% 	15% 		1 	52 	58 	H220L20C15
Natural Indigo 	220° 	20% 	20% 		0 	55 	64 	H220L20C20
Panda Black 	220° 	30% 	5% 		60 	71 	72 	H220L30C05
Pallasite Blue 	220° 	30% 	10% 		49 	74 	78 	H220L30C10
Hurricane Green Blue 	220° 	30% 	15% 		37 	77 	84 	H220L30C15
Watercolour Blue 	220° 	30% 	20% 		8 	77 	88 	H220L30C20
Coral Blue 	220° 	30% 	25% 		0 	81 	93 	H220L30C25
Sandalwood Grey Blue 	220° 	30% 	30% 		0 	81 	96 	H220L30C30
Limousine Grey Blue 	220° 	40% 	5% 		83 	95 	98 	H220L40C05
Corundum Blue 	220° 	40% 	10% 		74 	98 	103 	H220L40C10
Smock Blue 	220° 	40% 	15% 		59 	100 	108 	H220L40C15
Mordant Blue 	220° 	40% 	20% 		42 	102 	113 	H220L40C20
Cotton Indigo 	220° 	40% 	25% 		6 	105 	118 	H220L40C25
Fjord Blue 	220° 	40% 	30% 		0 	107 	125 	H220L40C30
Azure Green Blue 	220° 	40% 	35% 		0 	108 	129 	H220L40C35
Cyan Blue 	220° 	40% 	40% 		0 	111 	134 	H220L40C40
Winter Could Grey 	220° 	50% 	5% 		110 	122 	124 	H220L50C05
Cadet Grey 	220° 	50% 	10% 		99 	123 	128 	H220L50C10
Holbein Blue Grey 	220° 	50% 	15% 		84 	125 	134 	H220L50C15
Shady Blue 	220° 	50% 	20% 		66 	128 	138 	H220L50C20
Fresco Blue 	220° 	50% 	25% 		48 	129 	143 	H220L50C25
Craftsman Blue 	220° 	50% 	30% 		0 	129 	147 	H220L50C30
Marker Blue 	220° 	50% 	35% 		0 	134 	154 	H220L50C35
Toy Blue 	220° 	50% 	40% 		0 	136 	159 	H220L50C40
Deep Sea Grey 	220° 	60% 	5% 		135 	146 	148 	H220L60C05
Tile Blue 	220° 	60% 	10% 		124 	149 	155 	H220L60C10
Morning Blue 	220° 	60% 	15% 		112 	152 	160 	H220L60C15
Frost Blue 	220° 	60% 	20% 		93 	154 	166 	H220L60C20
Summer Turquoise Blue 	220° 	60% 	25% 		75 	156 	171 	H220L60C25
Fischer Blue 	220° 	60% 	30% 		50 	160 	177 	H220L60C30
Planet Blue 	220° 	60% 	35% 		0 	159 	179 	H220L60C35
January Blue 	220° 	60% 	40% 		0 	161 	185 	H220L60C40
Tempered Grey 	220° 	70% 	5% 		161 	174 	177 	H220L70C05
Mohair Soft Blue Grey 	220° 	70% 	10% 		151 	178 	183 	H220L70C10
Kitchen Blue 	220° 	70% 	15% 		138 	181 	189 	H220L70C15
Culinary Blue 	220° 	70% 	20% 		123 	182 	193 	H220L70C20
Blouson Blue 	220° 	70% 	25% 		103 	183 	198 	H220L70C25
Mountain Range Blue 	220° 	70% 	30% 		83 	184 	201 	H220L70C30
Holiday Blue 	220° 	70% 	35% 		50 	188 	209 	H220L70C35
Pastel Blue 	220° 	80% 	5% 		188 	202 	202 	H220L80C05
Clinical Soft Blue 	220° 	80% 	10% 		178 	207 	211 	H220L80C10
Children's Soft Blue 	220° 	80% 	15% 		161 	206 	215 	H220L80C15
Tourmaline Water Blue 	220° 	80% 	20% 		153 	211 	223 	H220L80C20
Fresh Blue 	220° 	80% 	25% 		139 	214 	226 	H220L80C25
Transparent Blue 	220° 	85% 	5% 		205 	219 	221 	H220L85C05
Ice Shard Soft Blue 	220° 	85% 	10% 		193 	222 	226 	H220L85C10
Polar Blue 	220° 	85% 	15% 		179 	224 	231 	H220L85C15
Cold Soft Blue 	220° 	90% 	5% 		217 	231 	230 	H220L90C05
Full Moon Grey 	220° 	90% 	10% 		207 	234 	233 	H220L90C10
Ore Bluish Black 	230° 	20% 	10% 		28 	51 	57 	H230L20C10
Firmanent Blue 	230° 	20% 	15% 		17 	53 	63 	H230L20C15
Prussian Blue 	230° 	20% 	20% 		0 	52 	66 	H230L20C20
Galenite Blue 	230° 	30% 	10% 		55 	75 	82 	H230L30C10
Berry Blue Green 	230° 	30% 	15% 		38 	75 	86 	H230L30C15
Teal Dark Blue 	230° 	30% 	20% 		15 	77 	92 	H230L30C20
Thunderstorm Blue 	230° 	30% 	25% 		0 	79 	99 	H230L30C25
Cone Green Blue 	230° 	40% 	10% 		74 	97 	105 	H230L40C10
Juniper Berry Blue 	230° 	40% 	15% 		63 	98 	110 	H230L40C15
Loon Turquoise 	230° 	40% 	20% 		46 	102 	118 	H230L40C20
Workshop Blue 	230° 	40% 	25% 		2 	102 	123 	H230L40C25
Pilot Blue 	230° 	40% 	30% 		0 	105 	129 	H230L40C30
Ink Blue 	230° 	40% 	35% 		0 	107 	136 	H230L40C35
Techno Blue 	230° 	40% 	40% 		0 	107 	139 	H230L40C40
Gravel Grey Blue 	230° 	50% 	10% 		99 	122 	130 	H230L50C10
Spruce Blue 	230° 	50% 	15% 		87 	126 	137 	H230L50C15
Casual Blue 	230° 	50% 	20% 		73 	128 	144 	H230L50C20
Forget-Me-Not Blue 	230° 	50% 	25% 		53 	128 	148 	H230L50C25
Zircon Blue 	230° 	50% 	30% 		0 	132 	157 	H230L50C30
Lagoon Blue 	230° 	50% 	35% 		0 	132 	160 	H230L50C35
Azores Blue 	230° 	50% 	40% 		0 	133 	167 	H230L50C40
Kingfisher Grey 	230° 	60% 	10% 		126 	150 	159 	H230L60C10
Silver Fir Blue 	230° 	60% 	15% 		113 	150 	162 	H230L60C15
Pyjama Blue 	230° 	60% 	20% 		98 	153 	170 	H230L60C20
Starflower Blue 	230° 	60% 	25% 		78 	154 	176 	H230L60C25
Sports Blue 	230° 	60% 	30% 		57 	155 	180 	H230L60C30
Greek Blue 	230° 	60% 	35% 		0 	159 	189 	H230L60C35
Alpine Blue 	230° 	60% 	40% 		0 	160 	195 	H230L60C40
Ice Gull Grey Blue 	230° 	70% 	10% 		155 	178 	186 	H230L70C10
Thistleblossom Soft Blue 	230° 	70% 	15% 		138 	179 	191 	H230L70C15
Tennis Blue 	230° 	70% 	20% 		124 	181 	198 	H230L70C20
Vintage Blue 	230° 	70% 	25% 		111 	183 	204 	H230L70C25
Fitness Blue 	230° 	70% 	30% 		91 	185 	210 	H230L70C30
Pallid Blue 	230° 	80% 	10% 		179 	205 	212 	H230L80C10
Alpine Morning Blue 	230° 	80% 	15% 		166 	204 	216 	H230L80C15
Light Blue 	230° 	80% 	20% 		155 	208 	225 	H230L80C20
Polar Soft Blue 	230° 	85% 	5% 		208 	220 	222 	H230L85C05
Washing Powder White 	230° 	85% 	10% 		194 	220 	227 	H230L85C10
Himalaya White Blue 	230° 	85% 	15% 		185 	222 	233 	H230L85C15
Atmospheric Soft Blue 	230° 	85% 	20% 		172 	225 	240 	H230L85C20
Brilliant White 	230° 	90% 	5% 		218 	230 	229 	H230L90C05
Nightshade Blue 	240° 	20% 	5% 		41 	49 	53 	H240L20C05
Elderberry Black 	240° 	20% 	10% 		30 	50 	59 	H240L20C10
Metal Blue 	240° 	20% 	15% 		15 	51 	65 	H240L20C15
Crowberry Blue 	240° 	20% 	20% 		0 	52 	71 	H240L20C20
Rich Blue 	240° 	20% 	22% 		0 	52 	74 	H240L20C22
Diamond Grey 	240° 	30% 	5% 		62 	71 	75 	H240L30C05
Dirty Blue 	240° 	30% 	10% 		52 	73 	83 	H240L30C10
Deep Sea Blue 	240° 	30% 	15% 		42 	75 	90 	H240L30C15
