New Yellow 	90° 	80% 	60% 		232 	194 	71 	H090L80C60
Fashion Yellow 	90° 	80% 	70% 		237 	197 	55 	H090L80C70
Poster Yellow 	90° 	80% 	80% 		236 	193 	0 	H090L80C80
Contrasting Yellow 	90° 	80% 	90% 		242 	194 	0 	H090L80C90
Pepper White 	90° 	85% 	5% 		219 	214 	203 	H090L85C05
Paella Natural White 	90° 	85% 	10% 		225 	215 	194 	H090L85C10
Cider Yellow 	90° 	85% 	20% 		231 	214 	175 	H090L85C20
Palm Sugar Yellow 	90° 	85% 	30% 		237 	214 	157 	H090L85C30
March Yellow 	90° 	85% 	40% 		241 	212 	138 	H090L85C40
Oriole Yellow 	90° 	85% 	50% 		246 	213 	118 	H090L85C50
Marzipan White 	90° 	90% 	5% 		234 	228 	216 	H090L90C05
Primrose White 	90° 	90% 	10% 		236 	228 	208 	H090L90C10
Cream Yellow 	90° 	90% 	20% 		244 	227 	187 	H090L90C20
Wax Yellow 	90° 	90% 	30% 		248 	225 	168 	H090L90C30
Lemon Cream 	90° 	90% 	40% 		254 	225 	147 	H090L90C40
Tiger Yellow 	90° 	90% 	50% 		255 	222 	126 	H090L90C50
Sunrose Yellow 	90° 	90% 	60% 		255 	219 	103 	H090L90C60
Cream White 	90° 	93% 	5% 		242 	238 	226 	H090L93C05
Shady Green 	95° 	40% 	10% 		99 	93 	76 	H095L40C10
Forest Green 	95° 	40% 	20% 		102 	91 	56 	H095L40C20
Bean Green 	95° 	40% 	30% 		104 	92 	39 	H095L40C30
Dull Olive 	95° 	50% 	10% 		122 	117 	100 	H095L50C10
Cabbage Green 	95° 	50% 	20% 		128 	117 	83 	H095L50C20
Caper Green 	95° 	50% 	30% 		132 	118 	64 	H095L50C30
Garden Lettuce Green 	95° 	50% 	40% 		135 	118 	43 	H095L50C40
Artichoke Green 	95° 	50% 	50% 		137 	119 	20 	H095L50C50
Pale Green Grey 	95° 	60% 	10% 		150 	144 	126 	H095L60C10
Pale Green 	95° 	60% 	20% 		154 	143 	108 	H095L60C20
Cypress Green 	95° 	60% 	30% 		158 	143 	87 	H095L60C30
Grape Green 	95° 	60% 	40% 		161 	143 	68 	H095L60C40
Gooseberry Green 	95° 	60% 	50% 		163 	145 	47 	H095L60C50
Guava Green 	95° 	60% 	60% 		161 	141 	13 	H095L60C60
Romaine Green 	95° 	60% 	70% 		163 	142 	0 	H095L60C70
Sand Grey 	95° 	70% 	10% 		178 	171 	152 	H095L70C10
Crocodile Green 	95° 	70% 	20% 		183 	172 	135 	H095L70C20
Chicory Green 	95° 	70% 	30% 		187 	171 	117 	H095L70C30
Banana Green 	95° 	70% 	40% 		189 	170 	93 	H095L70C40
Star Fruit Yellow Green 	95° 	70% 	50% 		190 	170 	74 	H095L70C50
Papaya Yellow Green 	95° 	70% 	60% 		190 	169 	50 	H095L70C60
Bronze Green 	95° 	70% 	70% 		195 	170 	0 	H095L70C70
Sapphire Light Yellow 	95° 	80% 	10% 		205 	199 	180 	H095L80C10
Pale Olive 	95° 	80% 	20% 		211 	199 	161 	H095L80C20
Asparagus Yellow 	95° 	80% 	30% 		218 	201 	142 	H095L80C30
Pea Green 	95° 	80% 	40% 		221 	200 	122 	H095L80C40
Williams Pear Yellow 	95° 	80% 	50% 		221 	199 	101 	H095L80C50
Greenish Yellow 	95° 	80% 	60% 		219 	196 	77 	H095L80C60
Mimosa Yellow 	95° 	80% 	70% 		223 	198 	51 	H095L80C70
Sorbet Yellow 	95° 	80% 	80% 		218 	193 	0 	H095L80C80
Salsify White 	95° 	85% 	10% 		222 	216 	196 	H095L85C10
Dull Light Yellow 	95° 	85% 	20% 		229 	217 	180 	H095L85C20
Leaf Yellow 	95° 	85% 	30% 		233 	215 	158 	H095L85C30
Natural Yellow 	95° 	85% 	40% 		238 	216 	139 	H095L85C40
Sport Yellow 	95° 	85% 	50% 		239 	214 	120 	H095L85C50
Atlas White 	95° 	90% 	10% 		236 	228 	206 	H095L90C10
Pearl Yellow 	95° 	90% 	20% 		241 	227 	188 	H095L90C20
Lemon Ice Yellow 	95° 	90% 	30% 		246 	226 	167 	H095L90C30
Fresh Yellow 	95° 	90% 	40% 		247 	225 	144 	H095L90C40
Luminous Yellow 	95° 	90% 	50% 		254 	227 	127 	H095L90C50
Dynamic Yellow 	95° 	90% 	59% 		255 	227 	109 	H095L90C59
Crepe Silk White 	95° 	93% 	5% 		240 	238 	227 	H095L93C05
Night Green 	100° 	20% 	5% 		48 	47 	39 	H100L20C05
Volcanic Stone Green 	100° 	30% 	5% 		69 	67 	59 	H100L30C05
Vermilion Green 	100° 	30% 	10% 		71 	66 	48 	H100L30C10
Uniform Green 	100° 	30% 	20% 		76 	70 	35 	H100L30C20
Dove Grey 	100° 	40% 	5% 		93 	91 	83 	H100L40C05
Slick Green 	100° 	40% 	10% 		97 	93 	76 	H100L40C10
Broccoli Green 	100° 	40% 	20% 		99 	93 	59 	H100L40C20
High Forest Green 	100° 	40% 	30% 		102 	93 	37 	H100L40C30
Brussels Sprout Green 	100° 	40% 	40% 		102 	94 	13 	H100L40C40
Forest Floor Khaki 	100° 	50% 	5% 		120 	118 	109 	H100L50C05
Lapwing Grey Green 	100° 	50% 	10% 		122 	117 	98 	H100L50C10
Green Woodpecker Olive 	100° 	50% 	20% 		125 	120 	83 	H100L50C20
Steppe Green 	100° 	50% 	30% 		125 	118 	64 	H100L50C30
Faience Green 	100° 	50% 	40% 		129 	118 	43 	H100L50C40
Tool Green 	100° 	50% 	50% 		127 	119 	17 	H100L50C50
Smoky Grey Green 	100° 	60% 	5% 		147 	144 	135 	H100L60C05
Olivine Grey 	100° 	60% 	10% 		146 	142 	124 	H100L60C10
Grey-Headed Woodpecker Green 	100° 	60% 	20% 		152 	145 	108 	H100L60C20
Cardamom Green 	100° 	60% 	30% 		152 	144 	87 	H100L60C30
Lettuce Green 	100° 	60% 	40% 		155 	146 	70 	H100L60C40
Art Nouveau Green 	100° 	60% 	50% 		156 	147 	47 	H100L60C50
Smoothie Green 	100° 	60% 	60% 		152 	142 	1 	H100L60C60
Smoky White 	100° 	70% 	5% 		174 	173 	163 	H100L70C05
Anise Grey Yellow 	100° 	70% 	10% 		176 	172 	152 	H100L70C10
Sand Brown 	100° 	70% 	20% 		179 	172 	133 	H100L70C20
Hippie Green 	100° 	70% 	30% 		180 	172 	113 	H100L70C30
Linden Green 	100° 	70% 	40% 		184 	174 	96 	H100L70C40
Dill Green 	100° 	70% 	50% 		182 	172 	75 	H100L70C50
New Green 	100° 	70% 	60% 		181 	172 	49 	H100L70C60
Natural Grey 	100° 	80% 	5% 		200 	199 	188 	H100L80C05
Pale Beige 	100° 	80% 	10% 		204 	199 	177 	H100L80C10
Soft Green 	100° 	80% 	20% 		210 	202 	161 	H100L80C20
Silver Green 	100° 	80% 	30% 		210 	200 	140 	H100L80C30
March Tulip Green 	100° 	80% 	40% 		212 	201 	120 	H100L80C40
Light Olive 	100° 	80% 	50% 		212 	201 	100 	H100L80C50
Advertisement Green 	100° 	80% 	60% 		216 	203 	75 	H100L80C60
LED Green 	100° 	80% 	70% 		216 	203 	50 	H100L80C70
March Green 	100° 	80% 	80% 		212 	204 	0 	H100L80C80
Celery White 	100° 	85% 	5% 		219 	217 	205 	H100L85C05
Palm Heart Cream 	100° 	85% 	10% 		221 	216 	194 	H100L85C10
Beige Green 	100° 	85% 	20% 		224 	216 	176 	H100L85C20
Crystal Yellow 	100° 	85% 	30% 		228 	217 	159 	H100L85C30
Brilliant Yellow 	100° 	90% 	5% 		232 	229 	216 	H100L90C05
Elderberry White 	100° 	90% 	10% 		234 	229 	207 	H100L90C10
Designer Cream Yellow 	100° 	90% 	20% 		239 	229 	187 	H100L90C20
Boxwood Yellow 	100° 	90% 	30% 		239 	228 	165 	H100L90C30
Primrose Yellow 	100° 	90% 	40% 		243 	230 	146 	H100L90C40
Spring Yellow 	100° 	90% 	50% 		242 	228 	125 	H100L90C50
Fog White 	100° 	93% 	5% 		241 	239 	228 	H100L93C05
Metal Construction Green 	110° 	20% 	10% 		47 	46 	31 	H110L20C10
Dark Olive Green 	110° 	30% 	10% 		69 	70 	54 	H110L30C10
Nori Seaweed Green 	110° 	30% 	20% 		70 	72 	38 	H110L30C20
Stump Green 	110° 	40% 	10% 		94 	95 	77 	H110L40C10
Antique Green 	110° 	40% 	20% 		92 	93 	57 	H110L40C20
Gardener Green 	110° 	40% 	30% 		94 	96 	42 	H110L40C30
Kirchner Green 	110° 	40% 	40% 		92 	97 	22 	H110L40C40
November Green 	110° 	50% 	10% 		118 	119 	100 	H110L50C10
Alexandrite Green 	110° 	50% 	20% 		118 	120 	83 	H110L50C20
Plant Green 	110° 	50% 	30% 		119 	122 	68 	H110L50C30
Ripe Green 	110° 	50% 	40% 		116 	122 	44 	H110L50C40
Portuguese Green 	110° 	50% 	50% 		113 	121 	16 	H110L50C50
Flag Green 	110° 	50% 	55% 		113 	124 	0 	H110L50C55
Grey Green 	110° 	60% 	10% 		144 	145 	126 	H110L60C10
Peapod Green 	110° 	60% 	20% 		142 	145 	109 	H110L60C20
Indian Green 	110° 	60% 	30% 		145 	149 	95 	H110L60C30
Winterpea Green 	110° 	60% 	40% 		142 	149 	73 	H110L60C40
Airline Green 	110° 	60% 	50% 		140 	150 	50 	H110L60C50
Woodruff Green 	110° 	60% 	60% 		139 	153 	22 	H110L60C60
Traffic Light Green 	110° 	60% 	65% 		140 	153 	0 	H110L60C65
Chinese Tea Green 	110° 	70% 	10% 		172 	173 	152 	H110L70C10
Wall Green 	110° 	70% 	20% 		171 	174 	134 	H110L70C20
Wasabi Green 	110° 	70% 	30% 		169 	173 	116 	H110L70C30
April Green 	110° 	70% 	40% 		169 	176 	98 	H110L70C40
Delaunay Green 	110° 	70% 	50% 		170 	179 	80 	H110L70C50
Lime Green 	110° 	70% 	60% 		166 	178 	55 	H110L70C60
Chlorophyll Green 	110° 	70% 	70% 		158 	177 	0 	H110L70C70
Marker Green 	110° 	70% 	77% 		157 	175 	0 	H110L70C77
Spring Grey 	110° 	80% 	10% 		197 	198 	179 	H110L80C10
Mint Ice Green 	110° 	80% 	20% 		201 	202 	161 	H110L80C20
Springtide Green 	110° 	80% 	30% 		200 	203 	142 	H110L80C30
Lime Sorbet Green 	110° 	80% 	40% 		198 	205 	125 	H110L80C40
Easter Green 	110° 	80% 	50% 		199 	207 	104 	H110L80C50
Clown Green 	110° 	80% 	60% 		196 	208 	86 	H110L80C60
Juice Green 	110° 	80% 	70% 		192 	208 	54 	H110L80C70
Veltliner White 	110° 	85% 	10% 		215 	216 	195 	H110L85C10
Kohlrabi Green 	110° 	85% 	20% 		217 	217 	177 	H110L85C20
Burgundy Grey 	110° 	85% 	30% 		218 	219 	160 	H110L85C30
Wax Green 	110° 	85% 	40% 		216 	219 	139 	H110L85C40
Sprout Green 	110° 	85% 	50% 		214 	219 	118 	H110L85C50
Cotton White 	110° 	90% 	5% 		228 	227 	216 	H110L90C05
Light Fern Green 	110° 	90% 	10% 		230 	230 	208 	H110L90C10
Lily Scent Green 	110° 	90% 	20% 		230 	230 	188 	H110L90C20
Kiwi Ice Cream Green 	110° 	90% 	30% 		229 	231 	167 	H110L90C30
Lime Juice Green 	110° 	90% 	40% 		229 	232 	150 	H110L90C40
Raffia White 	110° 	93% 	5% 		238 	238 	227 	H110L93C05
Laundry White 	110° 	96% 	2% 		246 	247 	241 	H110L96C02
Racing Green 	120° 	30% 	5% 		65 	67 	58 	H120L30C05
Country House Green 	120° 	30% 	10% 		65 	70 	52 	H120L30C10
Avocado Dark Green 	120° 	30% 	20% 		62 	72 	38 	H120L30C20
English Green 	120° 	40% 	5% 		90 	92 	83 	H120L40C05
Almond Green 	120° 	40% 	10% 		89 	94 	76 	H120L40C10
Cactus Green 	120° 	40% 	20% 		86 	96 	61 	H120L40C20
Basil Green 	120° 	40% 	30% 		84 	98 	46 	H120L40C30
Pepper Green 	120° 	40% 	40% 		78 	99 	20 	H120L40C40
Smoke Green 	120° 	50% 	5% 		117 	118 	108 	H120L50C05
Velvet Green Grey 	120° 	50% 	10% 		115 	120 	102 	H120L50C10
Parrot Green 	120° 	50% 	20% 		113 	123 	86 	H120L50C20
Quartz Green 	120° 	50% 	30% 		110 	124 	69 	H120L50C30
Hedge Green 	120° 	50% 	40% 		105 	125 	54 	H120L50C40
Birch Leaf Green 	120° 	50% 	50% 		99 	126 	29 	H120L50C50
Bluish Grey 	120° 	60% 	5% 		146 	148 	137 	H120L60C05
Lavender Leaf Green 	120° 	60% 	10% 		140 	145 	128 	H120L60C10
Cider Pear Green 	120° 	60% 	20% 		138 	148 	111 	H120L60C20
Vesuvian Green 	120° 	60% 	30% 		135 	152 	96 	H120L60C30
Bamboo Grass Green 	120° 	60% 	40% 		130 	153 	76 	H120L60C40
Aloe Vera Green 	120° 	60% 	50% 		126 	155 	57 	H120L60C50
Mamba Green 	120° 	60% 	60% 		119 	154 	32 	H120L60C60
Luminescent Green 	120° 	60% 	63% 		118 	156 	24 	H120L60C63
Laurel Grey 	120° 	70% 	5% 		170 	172 	162 	H120L70C05
Nile Green 	120° 	70% 	10% 		169 	173 	153 	H120L70C10
Filigree Green 	120° 	70% 	20% 		165 	175 	137 	H120L70C20
Serpentine Green 	120° 	70% 	30% 		162 	179 	122 	H120L70C30
Light Birch Green 	120° 	70% 	40% 		157 	181 	103 	H120L70C40
Clematis Green 	120° 	70% 	50% 		152 	182 	82 	H120L70C50
Tourmaline Green 	120° 	70% 	60% 		145 	179 	60 	H120L70C60
Cocktail Green 	120° 	70% 	70% 		142 	184 	38 	H120L70C70
Brilliant Green 	120° 	70% 	75% 		136 	180 	7 	H120L70C75
Dust Green 	120° 	80% 	5% 		198 	200 	190 	H120L80C05
Jugendstil Green 	120° 	80% 	10% 		195 	200 	179 	H120L80C10
Avocado Cream 	120° 	80% 	20% 		194 	205 	165 	H120L80C20
Natural Green 	120° 	80% 	30% 		188 	205 	145 	H120L80C30
Summer Green 	120° 	80% 	40% 		185 	208 	128 	H120L80C40
Fashion Green 	120° 	80% 	50% 		179 	210 	109 	H120L80C50
Neon Green 	120° 	80% 	60% 		176 	212 	93 	H120L80C60
Chalk Green 	120° 	85% 	5% 		214 	216 	205 	H120L85C05
Light Feather Green 	120° 	85% 	10% 		211 	217 	197 	H120L85C10
Lake Green 	120° 	85% 	20% 		210 	219 	180 	H120L85C20
Aqua Green 	120° 	85% 	30% 		206 	220 	160 	H120L85C30
Lily of the Valley White 	120° 	90% 	5% 		225 	227 	215 	H120L90C05
Pale Pistachio 	120° 	90% 	10% 		227 	231 	209 	H120L90C10
Kiwi Sorbet Green 	120° 	90% 	20% 		222 	232 	190 	H120L90C20
Ice Cold Green 	120° 	90% 	30% 		217 	235 	172 	H120L90C30
Touch Of White Green 	120° 	93% 	5% 		236 	239 	227 	H120L93C05
Arame Seaweed Green 	130° 	30% 	10% 		63 	70 	53 	H130L30C10
Kelp Green 	130° 	30% 	20% 		57 	72 	39 	H130L30C20
Soft Olive 	130° 	40% 	10% 		89 	96 	79 	H130L40C10
Alpine Lake Green 	130° 	40% 	20% 		79 	96 	62 	H130L40C20
Gemstone Green 	130° 	40% 	30% 		75 	99 	49 	H130L40C30
Dubuffet Green 	130° 	50% 	10% 		111 	119 	102 	H130L50C10
Spanish Green 	130° 	50% 	20% 		106 	123 	89 	H130L50C20
Algae Green 	130° 	50% 	30% 		97 	125 	72 	H130L50C30
Hot Pepper Green 	130° 	50% 	40% 		89 	128 	57 	H130L50C40
Emerald Clear Green 	130° 	50% 	50% 		79 	129 	41 	H130L50C50
Matte Sage Green 	130° 	60% 	10% 		138 	147 	129 	H130L60C10
Old Green 	130° 	60% 	20% 		131 	149 	115 	H130L60C20
Pea Aubergine Green 	130° 	60% 	30% 		124 	152 	101 	H130L60C30
Bavarian Green 	130° 	60% 	40% 		116 	154 	84 	H130L60C40
Parisian Green 	130° 	60% 	50% 		107 	156 	66 	H130L60C50
Primal Green 	130° 	60% 	60% 		96 	158 	47 	H130L60C60
Limestone Green 	130° 	70% 	10% 		165 	175 	157 	H130L70C10
Soap Green 	130° 	70% 	20% 		160 	178 	142 	H130L70C20
Watercolour Green 	130° 	70% 	30% 		150 	180 	126 	H130L70C30
Van Gogh Green 	130° 	70% 	40% 		143 	182 	109 	H130L70C40
Apple Green 	130° 	70% 	50% 		135 	185 	96 	H130L70C50
Ultra Green 	130° 	70% 	60% 		126 	186 	77 	H130L70C60
Jade Light Green 	130° 	80% 	10% 		193 	202 	183 	H130L80C10
Enamel Green 	130° 	80% 	20% 		186 	204 	168 	H130L80C20
Pastel Green 	130° 	80% 	30% 		179 	207 	153 	H130L80C30
Jasmine Green 	130° 	80% 	40% 		172 	211 	139 	H130L80C40
Crystal Green 	130° 	80% 	50% 		164 	213 	121 	H130L80C50
Grape Oil Green 	130° 	85% 	5% 		211 	217 	206 	H130L85C05
Duchamp Light Green 	130° 	85% 	10% 		209 	219 	199 	H130L85C10
Pallid Light Green 	130° 	85% 	20% 		203 	220 	183 	H130L85C20
Viridine Green 	130° 	85% 	30% 		200 	224 	171 	H130L85C30
Poplar White 	130° 	90% 	5% 		223 	227 	216 	H130L90C05
Mediterranean Green 	130° 	90% 	10% 		224 	233 	211 	H130L90C10
Spring Green 	130° 	90% 	20% 		214 	233 	195 	H130L90C20
Bean White 	130° 	93% 	5% 		235 	240 	228 	H130L93C05
Melanite Black Green 	140° 	20% 	5% 		40 	46 	39 	H140L20C05
Mountain Range Green 	140° 	20% 	10% 		40 	49 	35 	H140L20C10
Bavarian Green 	140° 	20% 	20% 		37 	54 	30 	H140L20C20
Black Forest Green 	140° 	30% 	5% 		66 	71 	64 	H140L30C05
Copper Pyrite Green 	140° 	30% 	10% 		62 	73 	57 	H140L30C10
Nettle Green 	140° 	30% 	20% 		54 	76 	46 	H140L30C20
Chestnut Green 	140° 	30% 	30% 		42 	79 	33 	H140L30C30
Ranger Green 	140° 	30% 	40% 		27 	79 	28 	H140L30C40
Stone Green 	140° 	40% 	5% 		89 	95 	87 	H140L40C05
Loden Green 	140° 	40% 	10% 		85 	97 	81 	H140L40C10
Acacia Green 	140° 	40% 	20% 		72 	98 	65 	H140L40C20
Peacock Green 	140° 	40% 	30% 		64 	102 	53 	H140L40C30
Radical Green 	140° 	40% 	40% 		50 	106 	43 	H140L40C40
Brazilian Green 	140° 	40% 	50% 		41 	109 	35 	H140L40C50
Silver Maple Green 	140° 	50% 	5% 		113 	119 	110 	H140L50C05
Fir Spruce Green 	140° 	50% 	10% 		109 	121 	105 	H140L50C10
Silver Willow Green 	140° 	50% 	20% 		99 	124 	91 	H140L50C20
Rambling Green 	140° 	50% 	30% 		90 	128 	79 	H140L50C30
Guinean Green 	140° 	50% 	40% 		74 	129 	64 	H140L50C40
Mountain Meadow Green 	140° 	50% 	50% 		65 	134 	56 	H140L50C50
Temperamental Green 	140° 	50% 	60% 		43 	135 	37 	H140L50C60
Camouflage Green 	140° 	60% 	5% 		139 	145 	138 	H140L60C05
Silver Linden Grey 	140° 	60% 	10% 		133 	147 	130 	H140L60C10
Spinach Green 	140° 	60% 	20% 		126 	153 	119 	H140L60C20
Blackthorn Green 	140° 	60% 	30% 		115 	156 	105 	H140L60C30
Fresh Green 	140° 	60% 	40% 		106 	158 	92 	H140L60C40
Parsley Green 	140° 	60% 	50% 		90 	159 	77 	H140L60C50
Oregano Green 	140° 	60% 	60% 		77 	162 	65 	H140L60C60
Balloon Green 	140° 	60% 	70% 		59 	162 	52 	H140L60C70
Ginkgo Green 	140° 	70% 	5% 		165 	172 	164 	H140L70C05
Wormwood Green 	140° 	70% 	10% 		159 	174 	158 	H140L70C10
Dew Green 	140° 	70% 	20% 		151 	179 	145 	H140L70C20
Aniseed Leaf Green 	140° 	70% 	30% 		140 	182 	132 	H140L70C30
Sour Green 	140° 	70% 	40% 		132 	185 	119 	H140L70C40
Acid Green 	140° 	70% 	50% 		118 	187 	104 	H140L70C50
Drop Green 	140° 	70% 	60% 		105 	189 	90 	H140L70C60
Willow Green 	140° 	80% 	5% 		195 	202 	191 	H140L80C05
Pastel Grey Green 	140° 	80% 	10% 		188 	203 	185 	H140L80C10
Gio Ponti Green 	140° 	80% 	20% 		179 	206 	171 	H140L80C20
Relaxation Green 	140° 	80% 	30% 		168 	209 	158 	H140L80C30
Dentist Green 	140° 	80% 	40% 		153 	213 	144 	H140L80C40
Deadnettle White 	140° 	85% 	5% 		210 	218 	208 	H140L85C05
Leek White 	140° 	85% 	10% 		206 	220 	202 	H140L85C10
Limestone Slate 	140° 	85% 	20% 		197 	224 	189 	H140L85C20
Mint Cocktail Green 	140° 	85% 	30% 		184 	226 	176 	H140L85C30
Rosemary White 	140° 	90% 	5% 		223 	230 	218 	H140L90C05
Touch Of Green 	140° 	90% 	10% 		219 	233 	213 	H140L90C10
Chestnut White 	140° 	93% 	5% 		234 	241 	230 	H140L93C05
Thyme Green 	150° 	30% 	10% 		61 	75 	61 	H150L30C10
Moselle Green 	150° 	30% 	20% 		46 	78 	54 	H150L30C20
Mountain Green 	150° 	30% 	30% 		30 	79 	43 	H150L30C30
Felt Green 	150° 	40% 	10% 		82 	97 	83 	H150L40C10
Firm Green 	150° 	40% 	20% 		71 	101 	74 	H150L40C20
Genever Green 	150° 	40% 	30% 		51 	103 	63 	H150L40C30
Ink Green 	150° 	40% 	40% 		28 	106 	53 	H150L40C40
Ireland Green 	150° 	40% 	50% 		0 	108 	46 	H150L40C50
Sage Green Grey 	150° 	50% 	10% 		105 	121 	106 	H150L50C10
Korean Mint 	150° 	50% 	20% 		93 	125 	97 	H150L50C20
Field Green 	150° 	50% 	30% 		83 	128 	89 	H150L50C30
Celery Green 	150° 	50% 	40% 		63 	134 	83 	H150L50C40
Rich Green 	150° 	50% 	50% 		33 	136 	69 	H150L50C50
Cold Green 	150° 	50% 	60% 		0 	139 	60 	H150L50C60
Pointed Cabbage Green 	150° 	60% 	10% 		133 	149 	135 	H150L60C10
Orient Green 	150° 	60% 	20% 		119 	153 	125 	H150L60C20
Rosemary Green 	150° 	60% 	30% 		105 	155 	114 	H150L60C30
Mosaic Green 	150° 	60% 	40% 		89 	159 	104 	H150L60C40
Bouncy Ball Green 	150° 	60% 	50% 		73 	164 	98 	H150L60C50
Energy Green 	150° 	60% 	60% 		28 	163 	80 	H150L60C60
Tea Green 	150° 	70% 	10% 		158 	175 	160 	H150L70C10
Liebermann Green 	150° 	70% 	20% 		146 	180 	152 	H150L70C20
Oilcloth Green 	150° 	70% 	30% 		131 	186 	142 	H150L70C30
Jade Stone Green 	150° 	70% 	40% 		116 	187 	131 	H150L70C40
Verdigris Coloured 	150° 	70% 	50% 		98 	190 	119 	H150L70C50
Organza Green 	150° 	80% 	10% 		187 	204 	189 	H150L80C10
Pastel Mint Green 	150° 	80% 	20% 		173 	208 	179 	H150L80C20
Bright Green 	150° 	80% 	30% 		159 	212 	170 	H150L80C30
Mother-Of-Pearl Green 	150° 	80% 	40% 		143 	216 	159 	H150L80C40
Asparagus White 	150° 	85% 	5% 		206 	217 	207 	H150L85C05
Transparent White 	150° 	85% 	10% 		203 	220 	203 	H150L85C10
Pallid Green 	150° 	85% 	20% 		193 	224 	193 	H150L85C20
Mineral White 	150° 	90% 	5% 		220 	229 	217 	H150L90C05
Alabaster Green 	150° 	90% 	10% 		215 	233 	215 	H150L90C10
Quark White 	150° 	93% 	5% 		231 	241 	230 	H150L93C05
Beryl Black Green 	160° 	20% 	5% 		43 	50 	45 	H160L20C05
Mussel Green 	160° 	20% 	10% 		36 	52 	42 	H160L20C10
Pumpkin Green Black 	160° 	20% 	15% 		24 	52 	37 	H160L20C15
Opulent Green 	160° 	20% 	20% 		16 	50 	34 	H160L20C20
Rich Olive 	160° 	30% 	5% 		62 	71 	64 	H160L30C05
Exclusive Green 	160° 	30% 	10% 		56 	73 	62 	H160L30C10
Leaf Green 	160° 	30% 	15% 		47 	73 	57 	H160L30C15
Mountain Mint 	160° 	30% 	20% 		37 	75 	55 	H160L30C20
Order Green 	160° 	30% 	25% 		26 	76 	50 	H160L30C25
Troll Green 	160° 	30% 	30% 		1 	78 	46 	H160L30C30
Card Table Green 	160° 	30% 	35% 		0 	81 	44 	H160L30C35
Lemon Balm Green 	160° 	30% 	40% 		0 	82 	40 	H160L30C40
Jasper Green 	160° 	40% 	5% 		87 	96 	90 	H160L40C05
Siberian Green 	160° 	40% 	10% 		78 	97 	87 	H160L40C10
Cucumber Green 	160° 	40% 	15% 		70 	99 	83 	H160L40C15
Serbian Green 	160° 	40% 	20% 		62 	100 	79 	H160L40C20
Black Pine Green 	160° 	40% 	25% 		51 	101 	74 	H160L40C25
Pumpkin Green 	160° 	40% 	30% 		40 	104 	72 	H160L40C30
Jade Mussel Green 	160° 	40% 	35% 		22 	106 	69 	H160L40C35
Clover Green 	160° 	40% 	40% 		0 	108 	68 	H160L40C40
Frog Green 	160° 	40% 	45% 		0 	105 	60 	H160L40C45
Universal Green 	160° 	40% 	50% 		0 	107 	56 	H160L40C50
Column Of Oak Green 	160° 	40% 	55% 		0 	111 	55 	H160L40C55
Arctic Lichen Green 	160° 	50% 	5% 		111 	120 	114 	H160L50C05
Atlas Cedar Green 	160° 	50% 	10% 		102 	122 	110 	H160L50C10
Stone Cypress Green 	160° 	50% 	15% 		95 	125 	108 	H160L50C15
Juniper Green 	160° 	50% 	20% 		86 	127 	105 	H160L50C20
Sports Field Green 	160° 	50% 	25% 		77 	128 	100 	H160L50C25
Leisure Green 	160° 	50% 	30% 		67 	130 	97 	H160L50C30
Adamite Green 	160° 	50% 	35% 		59 	132 	94 	H160L50C35
Metallic Green 	160° 	50% 	40% 		36 	133 	91 	H160L50C40
Vital Green 	160° 	50% 	45% 		19 	136 	89 	H160L50C45
Golf Green 	160° 	50% 	50% 		0 	136 	84 	H160L50C50
Iceland Green 	160° 	50% 	55% 		0 	139 	82 	H160L50C55
Real Turquoise 	160° 	50% 	60% 		0 	138 	76 	H160L50C60
Sandstone Grey Green 	160° 	60% 	5% 		136 	146 	140 	H160L60C05
Slate Green 	160° 	60% 	10% 		127 	148 	136 	H160L60C10
Mild Green 	160° 	60% 	15% 		120 	152 	133 	H160L60C15
Douglas Fir Green 	160° 	60% 	20% 		111 	152 	129 	H160L60C20
Practice Green 	160° 	60% 	25% 		103 	154 	124 	H160L60C25
Memphis Green 	160° 	60% 	30% 		94 	157 	123 	H160L60C30
Advertising Green 	160° 	60% 	35% 		83 	160 	121 	H160L60C35
Hunter Green 	160° 	60% 	40% 		69 	160 	116 	H160L60C40
Linoleum Green 	160° 	60% 	45% 		58 	163 	114 	H160L60C45
Parakeet Green 	160° 	60% 	50% 		26 	163 	109 	H160L60C50
Emerald Light Green 	160° 	60% 	55% 		0 	162 	103 	H160L60C55
Alhambra Green 	160° 	60% 	58% 		0 	164 	101 	H160L60C58
Greenish Grey 	160° 	70% 	5% 		163 	174 	167 	H160L70C05
Weak Green 	160° 	70% 	10% 		153 	175 	163 	H160L70C10
Andean Slate 	160° 	70% 	15% 		144 	177 	157 	H160L70C15
Ceramic Green 	160° 	70% 	20% 		138 	179 	155 	H160L70C20
Water Green 	160° 	70% 	25% 		129 	184 	154 	H160L70C25
Mountain Lake Green 	160° 	70% 	30% 		117 	185 	150 	H160L70C30
American Green 	160° 	70% 	35% 		106 	186 	146 	H160L70C35
Techno Turquoise 	160° 	70% 	40% 		96 	189 	142 	H160L70C40
Garish Green 	160° 	70% 	45% 		81 	191 	138 	H160L70C45
Malachite Green 	160° 	70% 	50% 		68 	192 	137 	H160L70C50
Fog Green 	160° 	80% 	5% 		188 	200 	193 	H160L80C05
Matte Jade Green 	160° 	80% 	10% 		181 	203 	189 	H160L80C10
